Time,Total Energy Use [kW],Energy Generation [kW],HVAC [kW],Lighting [kW],Medical Equipment [kW],Refrigeration [kW],Water Heating [kW],Outdoor Temp [°C],Humidity [%],Day Type,Season,Cloud Cover [%],Patient Load,Staff Count,Energy Price,Summary
2023-01-01 00:00:00,206.03464823702814,1.8340450985343382,88.10867849414407,30.558082584400275,60.105152848065266,8.83824373195297,18.42449057846556,11.20608990486458,59.2797576724562,Weekend,Winter,0.5986584841970366,88,45,0.16084844859190756,Peak
2023-01-01 01:00:00,196.79721384777372,4.667628932479799,93.8518484119845,30.444157803129485,42.320234980569225,10.28492920477331,19.8960434473172,4.987563573454912,41.649165607921674,Weekend,Winter,0.6118528947223795,91,47,0.2719880813472641,Peak
2023-01-01 02:00:00,201.41818629325718,6.832635188254582,95.86385635679603,29.719563005285984,49.66806599933455,8.50184695311329,17.66485397872732,9.162415896582097,30.530598446394663,Weekend,Winter,0.9422017556848528,63,37,0.22199933155652418,Peak
2023-01-01 03:00:00,190.16781844066531,8.422847745949985,87.17782316920346,27.244121392355034,46.468833479929316,9.077068563651633,20.199971835525872,9.476319716155032,45.64242430292963,Weekend,Winter,0.18223608778806233,53,21,0.18995082667395313,Peak
2023-01-01 04:00:00,199.74974927599868,5.396921323890798,85.44185582386791,31.12892847711027,50.25500668081349,10.946386498920047,21.977571795286952,11.609459481505558,59.09087983425684,Weekend,Winter,0.3265407688058354,63,42,0.21735023313276963,Peak
2023-01-01 05:00:00,193.14240125499322,0.14079822715084456,91.49551052798822,29.912926395053002,47.24699089753607,6.873866410826974,17.61310702358896,10.405494556902632,41.039967280901735,Weekend,Winter,0.2962735057040824,94,20,0.13976848081776103,Peak
2023-01-01 06:00:00,211.29148977671542,3.109823217156622,92.38883704836671,30.662526862807127,59.75545127122359,9.04165152430942,19.44302307000855,12.073830400384319,54.23839899124046,Weekend,Winter,0.926300878513349,90,47,0.16503666440534942,Peak
2023-01-01 07:00:00,219.288494111072,4.937955963643907,95.38120014285411,31.945927067511576,57.95595463895942,12.990868505766947,21.014543755979957,11.83771324363051,65.48850970305307,Weekend,Winter,0.4722149251619493,86,34,0.2045465658763988,Peak
2023-01-01 08:00:00,179.43550590854858,4.103829230356297,88.49567956262626,30.183521553071003,30.124310853991073,9.560656224324976,21.07133771453524,9.415384818811711,34.315657079732176,Weekend,Winter,0.03142918568673425,88,36,0.2511102277086097,Peak
2023-01-01 09:00:00,200.16445877597155,8.074401551640625,82.99121478207732,28.940479592465923,55.13267433113356,10.194155098696081,22.90593497159867,8.59567439305574,67.18790609370292,Weekend,Winter,0.808120379564417,55,47,0.2792182599846986,Peak
2023-01-01 10:00:00,193.96573603659266,6.924360328902703,84.56168926701116,28.25939009087785,44.93356780368476,7.380098625575052,28.83099024944385,8.80855541108741,39.117406501677664,Weekend,Winter,0.4271077886262563,62,28,0.1538824667597043,Peak
2023-01-01 11:00:00,175.3360925064524,0.36886947354532795,87.23106254245877,29.96289839097672,33.26495378009777,7.854936331128685,17.02224146179043,8.880540358381257,38.75056878292281,Weekend,Winter,0.5581020020173412,98,49,0.22191286679597938,Peak
2023-01-01 12:00:00,189.60492733364157,2.3763754399239967,86.81968652215701,29.930576460589513,38.31321962380468,12.285645629030041,22.255799098060322,8.894296993969158,41.14585856946446,Weekend,Winter,0.9082658859666537,68,49,0.2456432697223719,Peak
2023-01-01 13:00:00,206.96948395931457,0.16587828927856152,82.6907446860386,29.013135035593347,59.23162608341953,13.413209907356924,22.620768246906138,13.018250220714313,55.34118843043579,Weekend,Winter,0.5357746840747585,97,35,0.2024186116598562,Peak
2023-01-01 14:00:00,203.27054959405257,5.414479738275658,82.68563231662347,30.963958278005787,59.264563586203224,8.324837216473771,22.0315581967463,11.510835064100327,36.974657160199655,Weekend,Winter,0.690937738102466,88,37,0.23915687986901643,Peak
2023-01-01 15:00:00,196.970234878716,7.003578299727713,87.18769260233708,32.00097121552421,51.524208622592596,8.797205508856546,17.46015692940561,8.961429008376252,69.28673373317741,Weekend,Winter,0.5166358912710143,98,21,0.26933222844766114,Peak
2023-01-01 16:00:00,217.26572147697954,9.401334424577785,95.12646234422975,31.30609662209952,61.026874654627115,6.300394125671537,23.505893730351602,9.641682996869454,65.5108039504384,Weekend,Winter,0.8509284487675127,98,27,0.29473276735106346,Peak
2023-01-01 17:00:00,199.30692485458718,6.496328990472147,83.53029795465763,28.050636659545358,57.87084603742452,12.317191158014808,17.537953044944867,8.24189800459074,49.42455014344907,Weekend,Winter,0.44842414298624733,90,23,0.2698446820988356,Peak
2023-01-01 18:00:00,209.5404079320335,4.343943655104287,96.58396491326974,30.63178181430463,50.592812840531955,11.821024436989337,19.91082392693783,11.856781918831095,33.7469907131237,Weekend,Winter,0.3677158030594335,71,33,0.17001568153893515,Peak
2023-01-01 19:00:00,208.1916793765783,8.83494022266259,95.560144519022,32.9596975503971,53.967742812711286,6.4334978756689525,19.270596618778953,12.941528493482751,64.56670260287612,Weekend,Winter,0.23018526824155527,97,38,0.2495437547794828,Peak
2023-01-01 20:00:00,184.74206082558447,1.6949274668609249,89.90795402974358,28.30641256386319,34.851527753141355,9.106970095865957,22.569196382970418,9.957452010279365,52.110598673419595,Weekend,Winter,0.5722924691708383,82,39,0.21136025249167,Peak
2023-01-01 21:00:00,207.59853245877937,7.024840839871093,90.02658689864418,32.114847017724756,50.51360859479635,11.744894315320906,23.198595632293213,10.559023450544478,52.8024468035746,Weekend,Winter,0.09717649377076854,81,34,0.17189823024395104,Peak
2023-01-01 22:00:00,237.2863663586648,7.019668772577034,83.18047813757735,31.030095372612095,88.52731490654722,11.141781021386334,23.406696920541798,12.022905518755232,62.404535787167234,Weekend,Winter,0.8670723185801037,62,47,0.2591585338872202,Peak
2023-01-01 23:00:00,195.5790970169786,0.388347344294232,90.99484610246634,28.17317492535517,45.44966826012434,9.174476773619787,21.786930955412963,9.582123109561422,45.02331810559776,Weekend,Winter,0.093981939840869,72,41,0.16065310293464458,Peak
2023-01-02 00:00:00,230.9555077468783,9.758520794625346,92.53012933417001,34.778071914784924,68.43413758320533,12.726870981903408,22.486297932814626,6.3814217179086645,63.114760151503546,Weekday,Winter,0.2715429158197419,104,88,0.20326006966023907,Peak
2023-01-02 01:00:00,208.52058124064922,1.5643704267108605,92.25715126262148,31.009974557960913,58.657551941701215,7.599407185888447,18.996496292477154,12.460536778961396,40.83329005048297,Weekday,Winter,0.4389714207056361,154,75,0.15004857963291907,Peak
2023-01-02 02:00:00,219.50571381634205,1.2016464780564218,93.52490855480478,28.424796179282257,69.23624412145278,7.632853664110924,20.686911296691314,13.895405771533685,56.40789506870925,Weekday,Winter,0.27993389694594284,115,88,0.16837593334328033,Peak
2023-01-02 03:00:00,217.87117297947333,6.158511643899138,95.19948316855503,30.00362722238935,57.559352817916526,13.867085258859984,21.241624511752423,11.76268205469147,43.85217284357603,Weekday,Winter,0.4646738129396114,122,59,0.2887783209121514,Peak
2023-01-02 04:00:00,215.1047125105359,6.5148477185778795,95.85700005480165,30.962435456856255,54.67057172728888,12.274034837266916,21.340670434322202,12.709368855755978,57.08673369531927,Weekday,Winter,0.5733670416719333,132,82,0.14133687197534908,Peak
2023-01-02 05:00:00,195.92693268788938,1.1816482762165625,89.90310975801759,29.58375549928545,45.06999065341167,8.821270486111576,22.548806291063073,8.598339974012426,45.090363329119036,Weekday,Winter,0.03896313231023363,134,72,0.23934743307283013,Peak
2023-01-02 06:00:00,194.45394177529815,1.276897294224656,95.03649760438304,33.35661101964579,31.255311251404883,13.221640618785004,21.58388128107942,12.163697041837993,59.40284175215543,Weekday,Winter,0.8034809303848486,135,59,0.15000328984322092,Peak
2023-01-02 07:00:00,207.22883117826564,4.965611906830777,96.5448926909427,28.274769756868903,57.905939894241456,11.265704874765422,13.237523961447154,12.451848581708992,52.474667685750944,Weekday,Winter,0.23859685979034018,154,62,0.1779236172438407,Peak
2023-01-02 08:00:00,205.52107839025066,4.930256577718049,90.30849388418146,30.784083779465192,48.754747524063156,9.59959020853786,26.07416299400302,9.18519157759716,32.13941186989476,Weekday,Winter,0.9585414968831983,118,61,0.11665688223905193,Peak
2023-01-02 09:00:00,208.65920063613453,7.058314838786945,91.17631657462252,29.31482226353871,52.493145416219555,10.64903663274911,25.02587974900466,10.768312174577083,52.14812209383203,Weekday,Winter,0.21272789502422895,152,72,0.29373038879482694,Peak
2023-01-02 10:00:00,189.47530096586308,5.813054172267823,96.98032116612937,28.98911545241627,36.432145155814375,6.83669214877091,20.23702704273217,12.1424658795258,64.67474821243366,Weekday,Winter,0.8384807637639851,145,62,0.27262770439780076,Peak
2023-01-02 11:00:00,224.39035720598028,2.4872415443028792,95.79220648280989,29.672269473074063,68.60778054119166,12.956504229644928,17.36159647925973,9.729759720430206,66.30774825394185,Weekday,Winter,0.5918887388212843,135,55,0.1660505058038197,Peak
2023-01-02 12:00:00,211.5248640860851,2.3750647129246993,89.78911412524502,31.295116218027427,55.36026534904858,11.680342318556852,23.400026075207222,7.191570054118824,46.208083471256685,Weekday,Winter,0.5714730252050106,119,77,0.18004457857440498,Peak
2023-01-02 13:00:00,208.61043869454323,9.24643330223596,95.4737518813034,30.09121567985119,53.891795761445394,9.465198724233241,19.688476647710004,8.670629816476167,51.13480485188837,Weekday,Winter,0.436335831606556,157,93,0.28382314305573186,Peak
2023-01-02 14:00:00,214.29452894067686,9.587024074078462,89.46839260880016,28.20552733727739,65.2582995725083,10.733818834193949,20.628490587897076,12.05164533653218,33.01738188359077,Weekday,Winter,0.16621543190925292,148,63,0.11157277955154149,Peak
2023-01-02 15:00:00,188.42664862041764,2.599498628542627,92.32575833205347,27.295098890180007,44.415796305672394,8.403529563936933,15.986465528574865,8.61337371490757,43.42640259187853,Weekday,Winter,0.16967990389556553,135,75,0.1906481693657662,Peak
2023-01-02 16:00:00,212.56246770755223,9.872761293149445,85.93699317792154,27.359533585958715,68.31458765854353,12.358880241442574,18.592473043685885,13.81999254584001,40.8383057006052,Weekday,Winter,0.1331851252237497,134,55,0.13008337822070565,Peak
2023-01-02 17:00:00,200.06818227847822,8.647223762550531,104.36936187082708,25.095470797368534,40.98706181335332,9.78274267182229,19.83354512510698,6.938228232789737,68.79657591258413,Weekday,Winter,0.8421189231357087,176,82,0.2625802018260155,Peak
2023-01-02 18:00:00,201.38716446211168,2.2864280550346274,93.16229240548975,27.86475914123481,48.576205149787064,10.240591263423799,21.543316502176246,13.396963936839285,67.79062919529713,Weekday,Winter,0.8496473906774115,116,70,0.23434013688117133,Peak
2023-01-02 19:00:00,222.1096816688149,8.76653602658345,99.68838410949255,32.358594368127655,50.67518481410109,14.121495849763974,25.266022527329614,7.296268949500248,34.54230368798516,Weekday,Winter,0.6715731955927996,133,52,0.1806965732424794,Peak
2023-01-02 20:00:00,186.58839833851792,9.041586944937483,100.54315778766174,32.11684897369918,32.41260513576886,7.63348297466845,13.882303466719698,11.655249190141788,58.16319072396894,Weekday,Winter,0.21296416150891073,137,83,0.16965109340466006,Peak
2023-01-02 21:00:00,207.74824188010507,9.800325752854771,95.37047390209888,29.970563482730128,57.96405429696327,9.437229786897827,15.005920411414976,13.369211395163548,45.861711292850806,Weekday,Winter,0.6220867002278735,150,66,0.19852361879857391,Peak
2023-01-02 22:00:00,198.29090927618918,4.739616402628723,84.99402119752001,27.797496190305775,54.876732749232936,11.494736063223604,19.12792307590687,12.609852660567535,39.60582475112773,Weekday,Winter,0.07586332810866392,122,65,0.23351154770420543,Peak
2023-01-02 23:00:00,191.45422702759322,5.034172708548569,96.72164326015698,29.785939280090883,39.64757677580626,8.892701389305635,16.406366322233453,9.471130349590158,31.634744650659155,Weekday,Winter,0.16893506307216455,191,91,0.23807896572587306,Peak
2023-01-03 00:00:00,202.83465971765088,2.093493233367103,97.0698995536711,31.70270852920102,43.79636277464448,8.527175655484708,21.73851320464956,9.118255566610722,64.94314496427108,Weekday,Winter,0.9208724005318132,160,66,0.1740944205582764,Peak
2023-01-03 01:00:00,209.37961702785066,3.971638325040825,90.94637867691404,31.733698126684285,54.71036831418021,9.283581599018442,22.705590311053662,15.265990069397088,44.75654558279089,Weekday,Winter,0.4625347161331479,125,63,0.12097383330649619,Peak
