Time,Winter,Spring,Summer,Fall,Outdoor Temp (°C),Humidity (%),Cloud Cover (%),Occupancy,Special Equipment [kW],Lighting [kW],HVAC [kW],Use [kW]
2023-01-01 00:00:00,1,0,0,0,4.011650384332258,75.09372787680118,58.05896529781508,1,5.5687500000000005,0.0225,12.0,18.56933424934734
2023-01-01 01:00:00,1,0,0,0,4.194137825676943,82.7874236001778,55.54282492521715,1,5.5687500000000005,0.0225,12.0,18.693298407912224
2023-01-01 02:00:00,1,0,0,0,3.629362496007235,72.70273914462301,74.57249499848893,1,5.5687500000000005,0.0225,12.0,16.672471202657118
2023-01-01 03:00:00,1,0,0,0,4.272546992234872,76.33652736710486,92.17693182018172,1,5.5687500000000005,0.0225,12.0,17.50849230447846
2023-01-01 04:00:00,1,0,0,0,4.503327634644751,78.44698794214139,73.77564661546081,1,5.5687500000000005,0.0225,12.0,17.762708832840786
2023-01-01 05:00:00,1,0,0,0,1.2054841596321326,79.0823727573188,48.97159152550656,1,5.5687500000000005,0.0225,12.0,17.264662933572616
2023-01-01 06:00:00,1,0,0,0,5.046490189590884,63.60507270446233,70.11128990247968,1,5.5687500000000005,0.0157625201140289,12.0,16.970097970715155
2023-01-01 07:00:00,1,0,0,0,3.207239043698563,75.75341666050144,74.14332575120416,1,5.5687500000000005,0.0162161241470104,12.0,17.792733091396336
2023-01-01 08:00:00,1,0,0,0,4.001060075001597,78.55955303421406,85.79589711969487,1,5.5687500000000005,0.0175270384259656,12.0,17.52303629764418
2023-01-01 09:00:00,1,0,0,0,4.933100119499086,79.80076899655425,50.76668143469964,1,5.5687500000000005,0.0135862516614037,12.0,17.059404785445953
2023-01-01 10:00:00,1,0,0,0,7.43579462999038,84.29277561105407,57.94322342233393,1,5.5687500000000005,0.0143936126350125,12.0,18.43796774561874
2023-01-01 11:00:00,1,0,0,0,2.950772785306693,80.21264685286786,86.7891547009716,1,5.5687500000000005,0.0176387799038593,12.0,17.577037821176248
2023-01-01 12:00:00,1,0,0,0,2.833361401913812,73.81709956962766,87.31185748346778,1,5.5687500000000005,0.0176975839668901,12.0,16.98952066666829
2023-01-01 13:00:00,1,0,0,0,-1.7745518754712553,70.89539940236298,42.09825178212721,1,5.5687500000000005,0.0126110533254893,12.0,17.270953255518645
2023-01-01 14:00:00,1,0,0,0,9.648810681683615,73.64909289082532,66.27118497165056,1,5.5687500000000005,0.0153305083093106,12.0,17.586817441012375
2023-01-01 15:00:00,1,0,0,0,4.924858952189331,78.45898801686364,85.29297975400117,1,5.5687500000000005,0.0174704602223251,12.0,18.750434680217705
2023-01-01 16:00:00,1,0,0,0,1.3164037474938386,75.2925246200761,77.72979696149203,1,5.5687500000000005,0.0166196021581678,12.0,17.36417960619274
2023-01-01 17:00:00,1,0,0,0,7.566100645454965,76.1707953387801,74.54358581811547,1,5.5687500000000005,0.0162611534045379,12.0,18.14889745585076
2023-01-01 18:00:00,1,0,0,0,10.120619221935304,80.30229575948029,62.93384219800101,1,5.5687500000000005,0.0149550572472751,12.0,18.11519034759273
