Time,Use [kW],Dishwasher [kW],Furnace [kW],HVAC [kW],Fridge [kW],Outdoor Temp [°C],Humidity [%],Wind Speed [km/h],Day Type,Season,Cloud Cover [%]
01/01/2023 0:00,8.249080238,0.749080238,0,0,0.5,20.67813838,69.17576881,5.78303572,Weekend,1,0.587789943
01/01/2023 1:00,9.401428613,1.901428613,0,0,0.5,16.64380908,55.85622855,14.81048508,Weekend,1,0.272794607
01/01/2023 2:00,8.963987884,1.463987884,0,0,0.5,-1.994879328,30.13793148,2.715997515,Weekend,1,0.691441692
01/01/2023 3:00,12.69731697,1.197316968,0,4,0.5,5.769428316,30.49629468,13.06874904,Weekend,1,0.272659813
01/01/2023 4:00,11.81203728,0.312037281,0,4,0.5,11.55666266,49.54538513,1.192737294,Weekend,1,0.65299368
01/01/2023 5:00,7.811989041,0.311989041,0,0,0.5,20.7856531,77.11666975,6.667749195,Weekend,1,0.299933353
01/01/2023 6:00,7.616167224,0.116167224,0,0,0.5,21.02491955,74.26962175,19.56925091,Weekend,1,0.082422744
01/01/2023 7:00,13.23235229,1.732352292,0,4,0.5,12.1690158,29.97152333,2.418407484,Weekend,1,0.127223305
01/01/2023 8:00,12.70223002,1.202230023,0,4,0.5,-0.907366621,37.26318469,11.94848065,Weekend,1,0.834096247
01/01/2023 9:00,8.916145156,1.416145156,0,0,0.5,5.251619118,55.32867893,1.412107719,Weekend,1,0.121355261
01/01/2023 10:00,11.54116899,0.041168989,0,4,0.5,3.914233379,48.64582954,13.38802423,Weekend,1,0.330513221
01/01/2023 11:00,9.439819704,1.939819704,0,0,0.5,22.33592436,27.16176856,5.573243059,Weekend,1,0.287641751
01/01/2023 12:00,9.164885282,1.664885282,0,0,0.5,1.29952099,42.15843122,6.199512029,Weekend,1,0.057859709
01/01/2023 13:00,7.924678221,0.424678221,0,0,0.5,11.27224278,77.28286206,6.756050706,Weekend,1,0.599519533
01/01/2023 14:00,11.86364993,0.363649934,0,4,0.5,18.47515812,77.08653348,4.103136293,Weekend,1,0.798785471
01/01/2023 15:00,11.86680902,0.36680902,0,4,0.5,28.76751535,53.56555286,18.8331477,Weekend,1,0.992329787
01/01/2023 16:00,12.10848449,0.608484486,0,4,0.5,29.97342031,58.11567828,18.11663685,Weekend,1,0.936032085
01/01/2023 17:00,11.54951286,1.049512863,3,0,0.5,28.35227502,33.31437685,17.4003046,Weekend,1,0.049326112
01/01/2023 18:00,15.36389004,0.863890037,3,4,0.5,20.13848208,64.51716359,2.128910935,Weekend,1,0.257508699
01/01/2023 19:00,8.08245828,0.58245828,0,0,0.5,21.12542916,23.14977123,4.66889677,Weekend,1,0.412118262
01/01/2023 20:00,8.723705789,1.223705789,0,0,0.5,21.57235342,33.24093129,12.24451719,Weekend,1,0.875014347
01/01/2023 21:00,7.778987721,0.278987721,0,0,0.5,25.19117068,20.35302126,19.40742003,Weekend,1,0.360084778
01/01/2023 22:00,8.084289297,0.584289297,0,0,0.5,28.3124912,43.14207553,12.09634765,Weekend,1,0.570312344
01/01/2023 23:00,12.23272369,0.732723687,0,4,0.5,10.59971506,71.01567192,6.542035233,Weekend,1,0.659592998
01/02/2023 0:00,8.412139968,0.912139968,0,0,0.5,9.577880731,78.95038863,16.34808222,Weekday,1,0.297958737
01/02/2023 1:00,13.07035192,1.570351923,0,4,0.5,11.11625618,60.06535852,2.708610998,Weekday,1,0.581940544
01/02/2023 2:00,10.89934756,0.399347564,3,0,0.5,18.093601,64.69200113,17.63483767,Weekday,1,0.050885505
01/02/2023 3:00,8.528468877,1.028468877,0,0,0.5,22.14058887,35.76497469,19.4935358,Weekday,1,0.480183284
01/02/2023 4:00,15.68482914,1.184829138,3,4,0.5,25.46905368,51.21996161,19.35305308,Weekday,1,0.378535739
01/02/2023 5:00,10.59290083,0.092900825,3,0,0.5,10.9673764,64.19467393,2.953931268,Weekday,1,0.355754597
01/02/2023 6:00,12.7150897,1.215089704,0,4,0.5,7.718041916,49.83654956,10.99215014,Weekday,1,0.234892899
01/02/2023 7:00,11.84104825,0.341048247,0,4,0.5,29.41734151,25.31278353,11.69838059,Weekday,1,0.817734236
01/02/2023 8:00,7.630103186,0.130103186,0,0,0.5,3.116066735,64.45185159,3.898371808,Weekday,1,0.881923005
01/02/2023 9:00,13.39777107,1.897771075,0,4,0.5,2.770169234,33.17386351,10.93554694,Weekday,1,0.888128477
01/02/2023 10:00,9.431264066,1.931264066,0,0,0.5,20.03926092,25.86186026,12.93075148,Weekday,1,0.396106984
01/02/2023 11:00,13.1167947,1.616794696,0,4,0.5,1.288005346,48.68347693,6.579234895,Weekday,1,0.259161298
01/02/2023 12:00,8.109227538,0.609227538,0,0,0.5,8.979314991,24.47654467,6.31361533,Weekday,1,0.098412293
01/02/2023 13:00,10.69534423,0.195344228,3,0,0.5,5.233538781,57.76662002,1.204769996,Weekday,1,0.672407669
01/02/2023 14:00,8.868466053,1.368466053,0,0,0.5,0.904865986,58.42839502,19.1365112,Weekday,1,0.330167765
01/02/2023 15:00,11.38030499,0.880304987,3,0,0.5,15.28975337,35.40211839,16.07231856,Weekday,1,0.276666265
01/02/2023 16:00,11.74407647,0.24407647,0,4,0.5,8.072902176,77.87206531,15.18898262,Weekday,1,0.37143812
01/02/2023 17:00,15.49035382,0.99035382,3,4,0.5,11.17819605,69.4670952,0.435578399,Weekday,1,0.554723679
01/02/2023 18:00,11.56877704,0.068777042,0,4,0.5,1.855205169,26.57521747,12.48618209,Weekday,1,0.161925263
01/02/2023 19:00,9.318640804,1.818640804,0,0,0.5,21.87533809,64.91072764,3.612570709,Weekday,1,0.961337549
01/02/2023 20:00,15.01755996,0.517559963,3,4,0.5,6.014922921,41.18448126,13.23435063,Weekday,1,0.732614095
01/02/2023 21:00,8.825044569,1.325044569,0,0,0.5,6.995136266,65.0173113,12.42310982,Weekday,1,0.046785664
01/02/2023 22:00,8.123422152,0.623422152,0,0,0.5,3.825388674,68.04768754,17.03850715,Weekday,1,0.306787786
01/02/2023 23:00,8.540136042,1.040136042,0,0,0.5,10.20412502,29.08268336,5.108681906,Weekday,1,0.050272437
01/03/2023 0:00,8.593420559,1.093420559,0,0,0.5,11.22518195,59.71051909,0.549235579,Weekday,1,0.229489199
01/03/2023 1:00,11.86970891,0.369708911,0,4,0.5,13.53834207,71.76379763,18.28221759,Weekday,1,0.28659089
01/03/2023 2:00,12.43916926,1.939169256,3,0,0.5,28.86488987,39.40241744,18.17272057,Weekday,1,0.717979728
01/03/2023 3:00,9.050265647,1.550265647,0,0,0.5,26.66421328,24.81969825,9.117190821,Weekday,1,0.718739855
01/03/2023 4:00,13.37899788,1.878997883,0,4,0.5,16.32874208,21.6360488,1.561761179,Weekday,1,0.045325309
01/03/2023 5:00,16.2896547,1.789654701,3,4,0.5,-3.638378628,26.60005762,9.959379777,Weekday,1,0.588127647
01/03/2023 6:00,12.69579996,1.195799958,0,4,0.5,16.42911193,20.25235528,10.48028442,Weekday,1,0.960910631
01/03/2023 7:00,9.34374847,1.84374847,0,0,0.5,-1.861598763,39.61675654,16.43450944,Weekday,1,0.628365045
01/03/2023 8:00,14.676985,0.176985004,3,4,0.5,19.86204835,37.95971528,14.34202889,Weekday,1,0.960547326
01/03/2023 9:00,7.891965725,0.391965725,0,0,0.5,8.65271763,26.62047606,1.416091519,Weekday,1,0.380559117
01/03/2023 10:00,7.590454578,0.090454578,0,0,0.5,24.3193772,59.06707269,14.10675222,Weekday,1,0.459778291
01/03/2023 11:00,12.15066066,0.650660662,0,4,0.5,27.98852358,79.51438147,2.714789371,Weekday,1,0.495486512
01/03/2023 12:00,12.27735458,0.777354579,0,4,0.5,9.598861951,74.05558489,1.789440541,Weekday,1,0.923947095
01/03/2023 13:00,12.04269806,0.542698064,0,4,0.5,11.11943534,35.17103598,7.972142629,Weekday,1,0.380281053
01/03/2023 14:00,9.157475018,1.657475018,0,0,0.5,15.65516534,66.19889798,1.547272137,Weekday,1,0.983418408
01/03/2023 15:00,15.21350665,0.713506653,3,4,0.5,1.899645265,76.2117958,16.58537988,Weekday,1,0.543126035
01/03/2023 16:00,12.06186902,0.561869019,0,4,0.5,27.45664943,74.38185422,9.2625837,Weekday,1,0.218120723
01/03/2023 17:00,8.585392166,1.085392166,0,0,0.5,10.15499743,73.07297128,11.74007511,Weekday,1,0.103688049
01/03/2023 18:00,10.78184845,0.28184845,3,0,0.5,0.838711757,67.18703073,11.53729047,Weekday,1,0.17287275
01/03/2023 19:00,13.10439396,1.604393962,0,4,0.5,21.69561417,37.57948857,19.56219573,Weekday,1,0.039282743
01/03/2023 20:00,10.64910129,0.149101287,3,0,0.5,2.670298036,25.01378397,18.31565014,Weekday,1,0.692310253
01/03/2023 21:00,13.47377387,1.973773873,0,4,0.5,0.023524628,49.26916117,16.98256118,Weekday,1,0.51690418
01/03/2023 22:00,12.04448954,1.544489539,3,0,0.5,14.70052264,23.28746806,7.665384538,Weekday,1,0.737923893
01/03/2023 23:00,11.89743136,0.397431363,0,4,0.5,18.50233394,79.90842107,2.90199401,Weekday,1,0.782262122
01/04/2023 0:00,11.51104423,0.011044234,0,4,0.5,14.93469592,41.49858098,11.83734005,Weekday,1,0.931363155
01/04/2023 1:00,9.130922857,1.630922857,0,0,0.5,17.97787271,77.5003951,8.806321502,Weekday,1,0.116998328
01/04/2023 2:00,12.91371469,1.413714688,0,4,0.5,-0.956659569,66.38725951,4.510533048,Weekday,1,0.186103244
01/04/2023 3:00,11.95801434,1.458014336,3,0,0.5,11.66063133,44.67745722,1.953842305,Weekday,1,0.548274322
01/04/2023 4:00,9.042540693,1.542540693,0,0,0.5,7.495652543,27.09868476,8.721865947,Weekday,1,0.129524313
01/04/2023 5:00,7.648089303,0.148089303,0,0,0.5,29.06790157,34.23158542,13.01735441,Weekday,1,0.092721727
01/04/2023 6:00,11.21693146,0.716931457,3,0,0.5,-3.263162304,60.38267457,12.50779627,Weekday,1,0.666337599
01/04/2023 7:00,11.73173812,0.231738119,0,4,0.5,5.440297107,69.7961122,15.4784288,Weekday,1,0.724711516
01/04/2023 8:00,13.22620685,1.726206852,0,4,0.5,27.96517679,78.76642951,9.331092538,Weekday,1,0.843400493
01/04/2023 9:00,8.746596254,1.246596254,0,0,0.5,29.42236641,27.92973104,6.432791505,Weekday,1,0.915746678
01/04/2023 10:00,8.16179605,0.66179605,0,0,0.5,23.87155627,29.35684072,10.77400834,Weekday,1,0.442499445
01/04/2023 11:00,7.627116701,0.127116701,0,0,0.5,-2.340061459,22.5463686,19.5001212,Weekday,1,0.979874338
01/04/2023 12:00,15.12196464,0.621964643,3,4,0.5,14.64742599,35.62187153,0.901810761,Weekday,1,0.037886993
01/04/2023 13:00,12.15036664,0.650366644,0,4,0.5,9.004304743,69.26404633,10.57331606,Weekday,1,0.870127622
01/04/2023 14:00,12.95921236,1.459212357,0,4,0.5,23.22583987,31.8954114,6.585290048,Weekday,1,0.321475858
01/04/2023 15:00,15.77511494,1.275114943,3,4,0.5,-3.074151755,52.87188499,2.107004778,Weekday,1,0.921714502
01/04/2023 16:00,9.274425485,1.774425485,0,0,0.5,1.899506308,46.78443188,8.693411319,Weekday,1,0.222604387
